original_zone,predicted_zone,n,method,original_category,predicted_category
19,29,3354,mf_var,no_vegetation,desert
19,30,10,mf_var,no_vegetation,forest
19,31,6941,mf_var,no_vegetation,grassland_meadow_steppe
19,32,2723,mf_var,no_vegetation,desert
19,33,148,mf_var,no_vegetation,cropland
19,34,18,mf_var,no_vegetation,forest
19,35,92,mf_var,no_vegetation,desert
19,36,25,mf_var,no_vegetation,forest
19,37,46,mf_var,no_vegetation,forest
19,38,13165,mf_var,no_vegetation,desert
19,39,19,mf_var,no_vegetation,forest
19,40,18,mf_var,no_vegetation,grassland_meadow_steppe
19,41,26,mf_var,no_vegetation,grassland_meadow_steppe
19,42,3024,mf_var,no_vegetation,desert
19,43,512,mf_var,no_vegetation,wetland
19,44,19,mf_var,no_vegetation,scrub
19,45,1101,mf_var,no_vegetation,scrub
19,46,620,mf_var,no_vegetation,scrub
19,47,10,mf_var,no_vegetation,cropland
19,48,19,mf_var,no_vegetation,wetland
19,49,11,mf_var,no_vegetation,forest
19,50,33,mf_var,no_vegetation,scrub
19,52,13,mf_var,no_vegetation,forest
19,53,32,mf_var,no_vegetation,cropland
19,54,21,mf_var,no_vegetation,wetland
19,55,32,mf_var,no_vegetation,forest
20,1,276,mf_var,alpine_vegetation,cropland
20,2,94,mf_var,alpine_vegetation,forest
20,3,35,mf_var,alpine_vegetation,forest
20,4,66,mf_var,alpine_vegetation,wetland
20,5,222,mf_var,alpine_vegetation,grassland_meadow_steppe
20,6,29,mf_var,alpine_vegetation,wetland
20,7,42,mf_var,alpine_vegetation,scrub
20,9,31,mf_var,alpine_vegetation,forest
20,10,2576,mf_var,alpine_vegetation,forest
20,11,32,mf_var,alpine_vegetation,grassland_meadow_steppe
20,12,33,mf_var,alpine_vegetation,cropland
20,13,510,mf_var,alpine_vegetation,grassland_meadow_steppe
20,14,37,mf_var,alpine_vegetation,forest
20,15,52,mf_var,alpine_vegetation,grassland_meadow_steppe
20,16,50524,mf_var,alpine_vegetation,grassland_meadow_steppe
20,17,1149,mf_var,alpine_vegetation,alpine_vegetation
20,18,2418,mf_var,alpine_vegetation,scrub
20,19,446,mf_var,alpine_vegetation,no_vegetation
20,20,225290,mf_var,alpine_vegetation,alpine_vegetation
20,21,38,mf_var,alpine_vegetation,cropland
20,22,11466,mf_var,alpine_vegetation,alpine_vegetation
20,23,27,mf_var,alpine_vegetation,desert
20,24,623,mf_var,alpine_vegetation,desert
20,25,1141,mf_var,alpine_vegetation,desert
20,26,27,mf_var,alpine_vegetation,forest
20,27,30,mf_var,alpine_vegetation,cropland
20,28,196,mf_var,alpine_vegetation,forest
20,29,32,mf_var,alpine_vegetation,desert
20,30,13,mf_var,alpine_vegetation,forest
20,31,30310,mf_var,alpine_vegetation,grassland_meadow_steppe
20,32,50,mf_var,alpine_vegetation,desert
20,33,74,mf_var,alpine_vegetation,cropland
20,34,160,mf_var,alpine_vegetation,forest
20,35,39,mf_var,alpine_vegetation,desert
20,36,25,mf_var,alpine_vegetation,forest
20,37,29,mf_var,alpine_vegetation,forest
20,38,42,mf_var,alpine_vegetation,desert
20,39,214,mf_var,alpine_vegetation,forest
20,40,35,mf_var,alpine_vegetation,grassland_meadow_steppe
20,41,24,mf_var,alpine_vegetation,grassland_meadow_steppe
20,42,35566,mf_var,alpine_vegetation,desert
20,43,207,mf_var,alpine_vegetation,wetland
20,44,19,mf_var,alpine_vegetation,scrub
20,45,5859,mf_var,alpine_vegetation,scrub
20,46,9507,mf_var,alpine_vegetation,scrub
20,47,27,mf_var,alpine_vegetation,cropland
20,48,108,mf_var,alpine_vegetation,wetland
20,49,17,mf_var,alpine_vegetation,forest
20,50,67,mf_var,alpine_vegetation,scrub
20,52,25,mf_var,alpine_vegetation,forest
20,53,32,mf_var,alpine_vegetation,cropland
20,54,39,mf_var,alpine_vegetation,wetland
20,55,35,mf_var,alpine_vegetation,forest
21,1,185,mf_var,cropland,cropland
21,2,69,mf_var,cropland,forest
21,3,311,mf_var,cropland,forest
21,4,144,mf_var,cropland,wetland
21,5,685,mf_var,cropland,grassland_meadow_steppe
21,6,40,mf_var,cropland,wetland
21,7,282,mf_var,cropland,scrub
21,9,134,mf_var,cropland,forest
21,10,180,mf_var,cropland,forest
21,11,26,mf_var,cropland,grassland_meadow_steppe
21,12,28,mf_var,cropland,cropland
21,13,18,mf_var,cropland,grassland_meadow_steppe
21,14,34,mf_var,cropland,forest
21,15,17,mf_var,cropland,grassland_meadow_steppe
21,16,22,mf_var,cropland,grassland_meadow_steppe
21,17,26,mf_var,cropland,alpine_vegetation
21,18,24,mf_var,cropland,scrub
21,19,30,mf_var,cropland,no_vegetation
21,20,23,mf_var,cropland,alpine_vegetation
21,21,381774,mf_var,cropland,cropland
21,22,24,mf_var,cropland,alpine_vegetation
21,23,22,mf_var,cropland,desert
21,24,24,mf_var,cropland,desert
21,25,30,mf_var,cropland,desert
21,26,12649,mf_var,cropland,forest
21,27,20,mf_var,cropland,cropland
21,28,2623,mf_var,cropland,forest
21,29,27,mf_var,cropland,desert
21,30,62055,mf_var,cropland,forest
21,31,23,mf_var,cropland,grassland_meadow_steppe
21,32,18,mf_var,cropland,desert
21,33,27,mf_var,cropland,cropland
21,34,621,mf_var,cropland,forest
21,35,31,mf_var,cropland,desert
21,36,13107,mf_var,cropland,forest
21,37,509,mf_var,cropland,forest
21,38,28,mf_var,cropland,desert
21,39,473,mf_var,cropland,forest
21,40,41380,mf_var,cropland,grassland_meadow_steppe
21,41,424,mf_var,cropland,grassland_meadow_steppe
21,42,27,mf_var,cropland,desert
21,43,25,mf_var,cropland,wetland
21,44,33164,mf_var,cropland,scrub
21,45,50,mf_var,cropland,scrub
21,46,96,mf_var,cropland,scrub
21,47,10180,mf_var,cropland,cropland
21,48,6327,mf_var,cropland,wetland
21,49,14044,mf_var,cropland,forest
21,50,1182,mf_var,cropland,scrub
21,52,2125,mf_var,cropland,forest
21,53,11794,mf_var,cropland,cropland
21,54,600,mf_var,cropland,wetland
21,55,1429,mf_var,cropland,forest
22,1,2,mf_var,alpine_vegetation,cropland
22,2,27,mf_var,alpine_vegetation,forest
22,3,378,mf_var,alpine_vegetation,forest
22,4,23,mf_var,alpine_vegetation,wetland
22,5,557,mf_var,alpine_vegetation,grassland_meadow_steppe
22,6,10,mf_var,alpine_vegetation,wetland
22,7,2,mf_var,alpine_vegetation,scrub
22,11,1,mf_var,alpine_vegetation,grassland_meadow_steppe
22,12,484,mf_var,alpine_vegetation,cropland
22,13,269,mf_var,alpine_vegetation,grassland_meadow_steppe
22,16,3253,mf_var,alpine_vegetation,grassland_meadow_steppe
22,17,47,mf_var,alpine_vegetation,alpine_vegetation
22,18,98,mf_var,alpine_vegetation,scrub
22,19,297,mf_var,alpine_vegetation,no_vegetation
22,20,1702,mf_var,alpine_vegetation,alpine_vegetation
22,21,1,mf_var,alpine_vegetation,cropland
22,22,30660,mf_var,alpine_vegetation,alpine_vegetation
22,23,36,mf_var,alpine_vegetation,desert
22,24,192,mf_var,alpine_vegetation,desert
22,25,260,mf_var,alpine_vegetation,desert
22,26,1,mf_var,alpine_vegetation,forest
22,27,243,mf_var,alpine_vegetation,cropland
22,31,1674,mf_var,alpine_vegetation,grassland_meadow_steppe
22,32,44,mf_var,alpine_vegetation,desert
22,34,2,mf_var,alpine_vegetation,forest
22,35,1,mf_var,alpine_vegetation,desert
22,36,1,mf_var,alpine_vegetation,forest
22,37,1,mf_var,alpine_vegetation,forest
22,38,2,mf_var,alpine_vegetation,desert
22,39,1,mf_var,alpine_vegetation,forest
22,40,1,mf_var,alpine_vegetation,grassland_meadow_steppe
22,42,1643,mf_var,alpine_vegetation,desert
22,43,8,mf_var,alpine_vegetation,wetland
22,44,4,mf_var,alpine_vegetation,scrub
22,45,28,mf_var,alpine_vegetation,scrub
22,46,1,mf_var,alpine_vegetation,scrub
22,48,1,mf_var,alpine_vegetation,wetland
22,49,2,mf_var,alpine_vegetation,forest
22,50,2,mf_var,alpine_vegetation,scrub
22,53,1,mf_var,alpine_vegetation,cropland
22,55,20,mf_var,alpine_vegetation,forest
23,2,10,mf_var,desert,forest
23,4,116,mf_var,desert,wetland
23,5,5,mf_var,desert,grassland_meadow_steppe
23,6,59,mf_var,desert,wetland
23,7,788,mf_var,desert,scrub
23,9,3,mf_var,desert,forest
23,10,3,mf_var,desert,forest
23,12,84,mf_var,desert,cropland
23,13,1236,mf_var,desert,grassland_meadow_steppe
23,14,6700,mf_var,desert,forest
23,15,17421,mf_var,desert,grassland_meadow_steppe
23,16,85,mf_var,desert,grassland_meadow_steppe
23,17,13,mf_var,desert,alpine_vegetation
23,18,1264,mf_var,desert,scrub
23,19,20450,mf_var,desert,no_vegetation
23,20,403,mf_var,desert,alpine_vegetation
23,21,2,mf_var,desert,cropland
23,22,91,mf_var,desert,alpine_vegetation
23,23,188426,mf_var,desert,desert
23,24,49143,mf_var,desert,desert
23,25,1703,mf_var,desert,desert
23,26,5,mf_var,desert,forest
23,27,546,mf_var,desert,cropland
23,28,211,mf_var,desert,forest
23,29,13251,mf_var,desert,desert
23,30,1,mf_var,desert,forest
23,31,1473,mf_var,desert,grassland_meadow_steppe
23,32,7272,mf_var,desert,desert
23,33,1832,mf_var,desert,cropland
23,34,1,mf_var,desert,forest
23,35,9800,mf_var,desert,desert
23,36,7,mf_var,desert,forest
23,38,3671,mf_var,desert,desert
23,39,2,mf_var,desert,forest
23,40,53,mf_var,desert,grassland_meadow_steppe
23,41,7,mf_var,desert,grassland_meadow_steppe
23,42,558,mf_var,desert,desert
23,43,53,mf_var,desert,wetland
23,44,3,mf_var,desert,scrub
23,45,12,mf_var,desert,scrub
23,46,5,mf_var,desert,scrub
23,49,17,mf_var,desert,forest
23,50,3,mf_var,desert,scrub
23,52,14,mf_var,desert,forest
23,54,2,mf_var,desert,wetland
23,55,2,mf_var,desert,forest
24,1,64,mf_var,desert,cropland
24,2,50,mf_var,desert,forest
24,3,90,mf_var,desert,forest
24,4,109,mf_var,desert,wetland
24,5,577,mf_var,desert,grassland_meadow_steppe
24,6,164,mf_var,desert,wetland
24,7,1036,mf_var,desert,scrub
24,9,4,mf_var,desert,forest
24,10,9,mf_var,desert,forest
24,11,306,mf_var,desert,grassland_meadow_steppe
24,12,1745,mf_var,desert,cropland
24,13,11683,mf_var,desert,grassland_meadow_steppe
24,14,1269,mf_var,desert,forest
24,15,11104,mf_var,desert,grassland_meadow_steppe
24,16,720,mf_var,desert,grassland_meadow_steppe
24,17,4,mf_var,desert,alpine_vegetation
24,18,1369,mf_var,desert,scrub
24,19,13066,mf_var,desert,no_vegetation
24,20,1870,mf_var,desert,alpine_vegetation
24,21,9,mf_var,desert,cropland
24,22,712,mf_var,desert,alpine_vegetation
24,23,64143,mf_var,desert,desert
24,24,539920,mf_var,desert,desert
24,25,50980,mf_var,desert,desert
24,26,11,mf_var,desert,forest
24,27,2482,mf_var,desert,cropland
24,28,15,mf_var,desert,forest
24,29,45552,mf_var,desert,desert
24,30,8,mf_var,desert,forest
24,31,5076,mf_var,desert,grassland_meadow_steppe
24,32,33018,mf_var,desert,desert
24,33,12520,mf_var,desert,cropland
24,34,2,mf_var,desert,forest
24,35,26986,mf_var,desert,desert
24,36,7,mf_var,desert,forest
24,37,5,mf_var,desert,forest
24,38,5006,mf_var,desert,desert
24,39,5,mf_var,desert,forest
24,40,3,mf_var,desert,grassland_meadow_steppe
24,41,5,mf_var,desert,grassland_meadow_steppe
24,42,12522,mf_var,desert,desert
24,43,989,mf_var,desert,wetland
24,44,10,mf_var,desert,scrub
24,45,120,mf_var,desert,scrub
24,46,5,mf_var,desert,scrub
24,47,9,mf_var,desert,cropland
24,48,7,mf_var,desert,wetland
24,49,7,mf_var,desert,forest
24,50,2,mf_var,desert,scrub
24,52,5,mf_var,desert,forest
24,53,6,mf_var,desert,cropland
24,54,7,mf_var,desert,wetland
24,55,4,mf_var,desert,forest
25,1,666,mf_var,desert,cropland
25,2,119,mf_var,desert,forest
25,3,4,mf_var,desert,forest
25,4,264,mf_var,desert,wetland
25,5,946,mf_var,desert,grassland_meadow_steppe
25,6,3,mf_var,desert,wetland
25,7,844,mf_var,desert,scrub
25,9,3,mf_var,desert,forest
25,10,5,mf_var,desert,forest
25,11,1298,mf_var,desert,grassland_meadow_steppe
25,12,1208,mf_var,desert,cropland
25,13,19154,mf_var,desert,grassland_meadow_steppe
25,14,84,mf_var,desert,forest
25,15,3281,mf_var,desert,grassland_meadow_steppe
25,16,2892,mf_var,desert,grassland_meadow_steppe
25,17,3,mf_var,desert,alpine_vegetation
25,18,1028,mf_var,desert,scrub
25,19,70,mf_var,desert,no_vegetation
25,20,2438,mf_var,desert,alpine_vegetation
25,21,7,mf_var,desert,cropland
25,22,426,mf_var,desert,alpine_vegetation
25,23,1548,mf_var,desert,desert
25,24,16599,mf_var,desert,desert
25,25,153662,mf_var,desert,desert
25,26,2,mf_var,desert,forest
25,27,299,mf_var,desert,cropland
25,28,3,mf_var,desert,forest
25,29,1539,mf_var,desert,desert
25,30,1,mf_var,desert,forest
25,31,9049,mf_var,desert,grassland_meadow_steppe
25,32,6935,mf_var,desert,desert
25,33,4138,mf_var,desert,cropland
25,34,4,mf_var,desert,forest
25,35,2801,mf_var,desert,desert
25,36,2,mf_var,desert,forest
25,37,16,mf_var,desert,forest
25,38,3,mf_var,desert,desert
25,39,8,mf_var,desert,forest
25,40,2,mf_var,desert,grassland_meadow_steppe
25,41,3,mf_var,desert,grassland_meadow_steppe
25,42,5507,mf_var,desert,desert
25,43,328,mf_var,desert,wetland
25,44,5,mf_var,desert,scrub
25,45,125,mf_var,desert,scrub
25,46,9,mf_var,desert,scrub
25,47,2,mf_var,desert,cropland
25,48,3,mf_var,desert,wetland
25,49,1,mf_var,desert,forest
25,50,8,mf_var,desert,scrub
25,52,3,mf_var,desert,forest
25,53,2,mf_var,desert,cropland
25,54,3,mf_var,desert,wetland
25,55,4,mf_var,desert,forest
26,1,19,mf_var,forest,cropland
26,3,80,mf_var,forest,forest
26,4,3,mf_var,forest,wetland
26,5,290,mf_var,forest,grassland_meadow_steppe
26,7,145,mf_var,forest,scrub
26,10,626,mf_var,forest,forest
26,12,11,mf_var,forest,cropland
26,13,1,mf_var,forest,grassland_meadow_steppe
26,14,2,mf_var,forest,forest
26,15,3,mf_var,forest,grassland_meadow_steppe
26,19,1,mf_var,forest,no_vegetation
26,21,1672,mf_var,forest,cropland
26,23,87,mf_var,forest,desert
26,24,2,mf_var,forest,desert
26,26,24247,mf_var,forest,forest
26,27,9,mf_var,forest,cropland
26,28,272,mf_var,forest,forest
26,30,5104,mf_var,forest,forest
26,33,11,mf_var,forest,cropland
26,34,1169,mf_var,forest,forest
26,36,2203,mf_var,forest,forest
26,38,1,mf_var,forest,desert
26,39,356,mf_var,forest,forest
26,40,774,mf_var,forest,grassland_meadow_steppe
26,41,39,mf_var,forest,grassland_meadow_steppe
26,43,1,mf_var,forest,wetland
26,44,417,mf_var,forest,scrub
26,46,123,mf_var,forest,scrub
26,47,332,mf_var,forest,cropland
26,48,8,mf_var,forest,wetland
26,49,2215,mf_var,forest,forest
26,50,17,mf_var,forest,scrub
26,52,337,mf_var,forest,forest
26,53,317,mf_var,forest,cropland
26,55,2,mf_var,forest,forest
27,1,26,mf_var,cropland,cropland
27,2,1610,mf_var,cropland,forest
27,3,36025,mf_var,cropland,forest
27,4,3726,mf_var,cropland,wetland
27,5,4263,mf_var,cropland,grassland_meadow_steppe
27,6,3705,mf_var,cropland,wetland
27,7,26184,mf_var,cropland,scrub
27,9,682,mf_var,cropland,forest
27,10,162,mf_var,cropland,forest
27,11,14051,mf_var,cropland,grassland_meadow_steppe
27,12,5978,mf_var,cropland,cropland
27,13,4626,mf_var,cropland,grassland_meadow_steppe
27,14,6476,mf_var,cropland,forest
27,15,21858,mf_var,cropland,grassland_meadow_steppe
27,16,36,mf_var,cropland,grassland_meadow_steppe
27,17,36,mf_var,cropland,alpine_vegetation
27,18,41,mf_var,cropland,scrub
27,19,1785,mf_var,cropland,no_vegetation
27,20,50,mf_var,cropland,alpine_vegetation
27,21,90,mf_var,cropland,cropland
27,22,35,mf_var,cropland,alpine_vegetation
27,23,4559,mf_var,cropland,desert
27,24,4688,mf_var,cropland,desert
27,25,375,mf_var,cropland,desert
27,26,388,mf_var,cropland,forest
27,27,631337,mf_var,cropland,cropland
27,28,5130,mf_var,cropland,forest
27,29,42,mf_var,cropland,desert
27,30,142,mf_var,cropland,forest
27,31,28,mf_var,cropland,grassland_meadow_steppe
27,32,2185,mf_var,cropland,desert
27,33,16573,mf_var,cropland,cropland
27,34,52,mf_var,cropland,forest
27,35,27,mf_var,cropland,desert
27,36,1670,mf_var,cropland,forest
27,37,30554,mf_var,cropland,forest
27,38,1736,mf_var,cropland,desert
27,39,170,mf_var,cropland,forest
27,40,276,mf_var,cropland,grassland_meadow_steppe
27,41,17376,mf_var,cropland,grassland_meadow_steppe
27,42,27,mf_var,cropland,desert
27,43,24,mf_var,cropland,wetland
27,44,569,mf_var,cropland,scrub
27,45,61,mf_var,cropland,scrub
27,46,203,mf_var,cropland,scrub
27,47,9239,mf_var,cropland,cropland
27,48,47,mf_var,cropland,wetland
27,49,68,mf_var,cropland,forest
27,50,30,mf_var,cropland,scrub
27,52,26,mf_var,cropland,forest
27,53,29,mf_var,cropland,cropland
27,54,24,mf_var,cropland,wetland
27,55,15,mf_var,cropland,forest
28,1,631,mf_var,forest,cropland
28,2,48,mf_var,forest,forest
28,3,1086,mf_var,forest,forest
28,5,230,mf_var,forest,grassland_meadow_steppe
28,7,491,mf_var,forest,scrub
28,10,1202,mf_var,forest,forest
28,11,1,mf_var,forest,grassland_meadow_steppe
28,13,24,mf_var,forest,grassland_meadow_steppe
28,15,52,mf_var,forest,grassland_meadow_steppe
28,16,52,mf_var,forest,grassland_meadow_steppe
28,18,720,mf_var,forest,scrub
28,19,7,mf_var,forest,no_vegetation
28,20,34,mf_var,forest,alpine_vegetation
28,21,626,mf_var,forest,cropland
28,23,131,mf_var,forest,desert
28,24,29,mf_var,forest,desert
28,25,23,mf_var,forest,desert
28,26,806,mf_var,forest,forest
28,27,1287,mf_var,forest,cropland
28,28,22858,mf_var,forest,forest
28,30,1766,mf_var,forest,forest
28,31,8,mf_var,forest,grassland_meadow_steppe
28,33,373,mf_var,forest,cropland
28,34,240,mf_var,forest,forest
28,36,2599,mf_var,forest,forest
28,37,3,mf_var,forest,forest
28,39,1165,mf_var,forest,forest
28,40,908,mf_var,forest,grassland_meadow_steppe
28,41,262,mf_var,forest,grassland_meadow_steppe
28,44,3353,mf_var,forest,scrub
28,45,235,mf_var,forest,scrub
28,46,737,mf_var,forest,scrub
28,47,2859,mf_var,forest,cropland
28,49,424,mf_var,forest,forest
28,50,417,mf_var,forest,scrub
28,53,1,mf_var,forest,cropland
28,55,354,mf_var,forest,forest
29,1,1,mf_var,desert,cropland
29,2,7,mf_var,desert,forest
29,3,6,mf_var,desert,forest
29,4,1,mf_var,desert,wetland
29,5,3,mf_var,desert,grassland_meadow_steppe
29,6,2,mf_var,desert,wetland
29,7,616,mf_var,desert,scrub
29,9,2,mf_var,desert,forest
29,10,3,mf_var,desert,forest
29,11,2,mf_var,desert,grassland_meadow_steppe
29,12,57,mf_var,desert,cropland
29,13,55,mf_var,desert,grassland_meadow_steppe
29,14,3,mf_var,desert,forest
29,15,3641,mf_var,desert,grassland_meadow_steppe
29,16,1,mf_var,desert,grassland_meadow_steppe
29,17,3,mf_var,desert,alpine_vegetation
29,18,6,mf_var,desert,scrub
29,19,1902,mf_var,desert,no_vegetation
29,20,28,mf_var,desert,alpine_vegetation
29,21,6,mf_var,desert,cropland
29,22,12,mf_var,desert,alpine_vegetation
29,23,6856,mf_var,desert,desert
29,24,14747,mf_var,desert,desert
29,25,773,mf_var,desert,desert
29,26,1,mf_var,desert,forest
29,27,20,mf_var,desert,cropland
29,28,2,mf_var,desert,forest
29,29,130033,mf_var,desert,desert
29,30,3,mf_var,desert,forest
29,31,6,mf_var,desert,grassland_meadow_steppe
29,32,1290,mf_var,desert,desert
29,33,1538,mf_var,desert,cropland
29,34,3,mf_var,desert,forest
29,35,1541,mf_var,desert,desert
29,37,3,mf_var,desert,forest
29,38,1098,mf_var,desert,desert
29,39,3,mf_var,desert,forest
29,40,17,mf_var,desert,grassland_meadow_steppe
29,41,2,mf_var,desert,grassland_meadow_steppe
29,42,2,mf_var,desert,desert
29,43,3,mf_var,desert,wetland
29,44,3,mf_var,desert,scrub
29,45,3,mf_var,desert,scrub
29,46,3,mf_var,desert,scrub
29,47,4,mf_var,desert,cropland
29,49,11,mf_var,desert,forest
29,50,1,mf_var,desert,scrub
29,52,2,mf_var,desert,forest
29,53,7,mf_var,desert,cropland
29,54,2,mf_var,desert,wetland
29,55,4,mf_var,desert,forest
30,1,234,mf_var,forest,cropland
30,2,11,mf_var,forest,forest
30,3,5777,mf_var,forest,forest
30,4,172,mf_var,forest,wetland
30,5,3210,mf_var,forest,grassland_meadow_steppe
30,6,6,mf_var,forest,wetland
30,7,2258,mf_var,forest,scrub
30,9,5,mf_var,forest,forest
30,10,3959,mf_var,forest,forest
30,11,51,mf_var,forest,grassland_meadow_steppe
30,12,4,mf_var,forest,cropland
30,13,5,mf_var,forest,grassland_meadow_steppe
30,14,8,mf_var,forest,forest
30,15,10,mf_var,forest,grassland_meadow_steppe
30,16,10,mf_var,forest,grassland_meadow_steppe
30,17,7,mf_var,forest,alpine_vegetation
30,18,34,mf_var,forest,scrub
30,19,9,mf_var,forest,no_vegetation
30,20,8,mf_var,forest,alpine_vegetation
30,21,54682,mf_var,forest,cropland
30,22,9,mf_var,forest,alpine_vegetation
30,23,14,mf_var,forest,desert
30,24,5,mf_var,forest,desert
30,25,6,mf_var,forest,desert
30,26,34309,mf_var,forest,forest
30,27,675,mf_var,forest,cropland
30,28,10452,mf_var,forest,forest
30,29,15,mf_var,forest,desert
30,30,247803,mf_var,forest,forest
30,31,4,mf_var,forest,grassland_meadow_steppe
30,32,8,mf_var,forest,desert
30,33,495,mf_var,forest,cropland
30,34,1377,mf_var,forest,forest
30,35,7,mf_var,forest,desert
30,36,20118,mf_var,forest,forest
30,37,398,mf_var,forest,forest
30,38,7,mf_var,forest,desert
30,39,7671,mf_var,forest,forest
30,40,49778,mf_var,forest,grassland_meadow_steppe
30,41,1899,mf_var,forest,grassland_meadow_steppe
30,42,7,mf_var,forest,desert
30,43,9,mf_var,forest,wetland
30,44,47744,mf_var,forest,scrub
30,45,350,mf_var,forest,scrub
30,46,2448,mf_var,forest,scrub
30,47,43864,mf_var,forest,cropland
30,48,857,mf_var,forest,wetland
30,49,29333,mf_var,forest,forest
30,50,1864,mf_var,forest,scrub
30,52,222,mf_var,forest,forest
30,53,2730,mf_var,forest,cropland
30,54,1001,mf_var,forest,wetland
30,55,618,mf_var,forest,forest
31,1,4579,mf_var,grassland_meadow_steppe,cropland
31,2,186,mf_var,grassland_meadow_steppe,forest
31,3,4,mf_var,grassland_meadow_steppe,forest
31,4,13,mf_var,grassland_meadow_steppe,wetland
31,5,68,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,6,254,mf_var,grassland_meadow_steppe,wetland
31,7,1169,mf_var,grassland_meadow_steppe,scrub
31,9,1,mf_var,grassland_meadow_steppe,forest
31,10,23,mf_var,grassland_meadow_steppe,forest
31,11,30,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,12,5,mf_var,grassland_meadow_steppe,cropland
31,13,9720,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,14,83,mf_var,grassland_meadow_steppe,forest
31,15,334,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,16,48728,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,17,10,mf_var,grassland_meadow_steppe,alpine_vegetation
31,18,9942,mf_var,grassland_meadow_steppe,scrub
31,19,1796,mf_var,grassland_meadow_steppe,no_vegetation
31,20,42931,mf_var,grassland_meadow_steppe,alpine_vegetation
31,21,4,mf_var,grassland_meadow_steppe,cropland
31,22,21838,mf_var,grassland_meadow_steppe,alpine_vegetation
31,23,706,mf_var,grassland_meadow_steppe,desert
31,24,3860,mf_var,grassland_meadow_steppe,desert
31,25,24167,mf_var,grassland_meadow_steppe,desert
31,26,2,mf_var,grassland_meadow_steppe,forest
31,27,10,mf_var,grassland_meadow_steppe,cropland
31,28,2,mf_var,grassland_meadow_steppe,forest
31,29,47,mf_var,grassland_meadow_steppe,desert
31,30,13,mf_var,grassland_meadow_steppe,forest
31,31,593100,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,32,1341,mf_var,grassland_meadow_steppe,desert
31,33,1824,mf_var,grassland_meadow_steppe,cropland
31,35,170,mf_var,grassland_meadow_steppe,desert
31,36,48,mf_var,grassland_meadow_steppe,forest
31,37,2,mf_var,grassland_meadow_steppe,forest
31,38,6,mf_var,grassland_meadow_steppe,desert
31,39,146,mf_var,grassland_meadow_steppe,forest
31,40,3,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,42,68466,mf_var,grassland_meadow_steppe,desert
31,43,545,mf_var,grassland_meadow_steppe,wetland
31,44,2,mf_var,grassland_meadow_steppe,scrub
31,45,4572,mf_var,grassland_meadow_steppe,scrub
31,46,55,mf_var,grassland_meadow_steppe,scrub
31,47,2,mf_var,grassland_meadow_steppe,cropland
31,48,15,mf_var,grassland_meadow_steppe,wetland
31,50,553,mf_var,grassland_meadow_steppe,scrub
31,52,2,mf_var,grassland_meadow_steppe,forest
31,54,1,mf_var,grassland_meadow_steppe,wetland
32,6,1,mf_var,desert,wetland
32,7,802,mf_var,desert,scrub
32,9,1,mf_var,desert,forest
32,12,6,mf_var,desert,cropland
32,13,1609,mf_var,desert,grassland_meadow_steppe
32,14,293,mf_var,desert,forest
32,15,1607,mf_var,desert,grassland_meadow_steppe
32,16,18,mf_var,desert,grassland_meadow_steppe
32,18,110,mf_var,desert,scrub
32,19,516,mf_var,desert,no_vegetation
32,20,94,mf_var,desert,alpine_vegetation
32,23,2549,mf_var,desert,desert
32,24,5031,mf_var,desert,desert
32,25,2920,mf_var,desert,desert
32,27,143,mf_var,desert,cropland
32,29,849,mf_var,desert,desert
32,31,303,mf_var,desert,grassland_meadow_steppe
32,32,40391,mf_var,desert,desert
32,33,1970,mf_var,desert,cropland
32,35,665,mf_var,desert,desert
32,38,207,mf_var,desert,desert
32,42,398,mf_var,desert,desert
32,43,1,mf_var,desert,wetland
33,1,1402,mf_var,cropland,cropland
33,2,196,mf_var,cropland,forest
33,3,5911,mf_var,cropland,forest
33,4,2,mf_var,cropland,wetland
33,5,2410,mf_var,cropland,grassland_meadow_steppe
33,6,1,mf_var,cropland,wetland
33,7,23272,mf_var,cropland,scrub
33,10,377,mf_var,cropland,forest
33,11,3200,mf_var,cropland,grassland_meadow_steppe
33,12,2917,mf_var,cropland,cropland
33,13,22660,mf_var,cropland,grassland_meadow_steppe
33,14,628,mf_var,cropland,forest
33,15,4242,mf_var,cropland,grassland_meadow_steppe
33,16,420,mf_var,cropland,grassland_meadow_steppe
33,18,502,mf_var,cropland,scrub
33,19,31,mf_var,cropland,no_vegetation
33,20,375,mf_var,cropland,alpine_vegetation
33,21,3,mf_var,cropland,cropland
33,23,3388,mf_var,cropland,desert
33,24,9853,mf_var,cropland,desert
33,25,6055,mf_var,cropland,desert
33,26,36,mf_var,cropland,forest
33,27,3406,mf_var,cropland,cropland
33,28,477,mf_var,cropland,forest
33,29,2995,mf_var,cropland,desert
33,30,22,mf_var,cropland,forest
33,31,80,mf_var,cropland,grassland_meadow_steppe
33,32,4738,mf_var,cropland,desert
33,33,258563,mf_var,cropland,cropland
33,34,12,mf_var,cropland,forest
33,35,881,mf_var,cropland,desert
